id,date,day_of_week,time,timezone,direction,motorcycle,car,bus,truck
1831,2023-09-20,Wednesday,12:45,2,JalanPRamlee,,,,
1832,2023-09-20,Wednesday,12:45,2,JalanPenang,70.0,72.0,9.0,0.0
1833,2023-09-20,Wednesday,13:00,2,Stadium,79.0,84.0,3.0,0.0
1834,2023-09-20,Wednesday,13:00,2,JalanPerak,58.0,80.0,2.0,4.0
1835,2023-09-20,Wednesday,13:00,2,JalanPRamlee,51.0,112.0,6.0,1.0
1836,2023-09-20,Wednesday,13:00,2,JalanPenang,71.0,85.0,15.0,1.0
1837,2023-09-20,Wednesday,13:15,2,Stadium,62.0,73.0,2.0,2.0
1838,2023-09-20,Wednesday,13:15,2,JalanPerak,71.0,61.0,1.0,2.0
1839,2023-09-20,Wednesday,13:15,2,JalanPRamlee,41.0,88.0,2.0,0.0
1840,2023-09-20,Wednesday,13:15,2,JalanPenang,46.0,77.0,4.0,2.0
1841,2023-09-20,Wednesday,13:30,2,Stadium,54.0,97.0,3.0,0.0
1842,2023-09-20,Wednesday,13:30,2,JalanPerak,64.0,104.0,1.0,0.0
1843,2023-09-20,Wednesday,13:30,2,JalanPRamlee,58.0,104.0,1.0,1.0
1844,2023-09-20,Wednesday,13:30,2,JalanPenang,47.0,84.0,11.0,0.0
1845,2023-09-20,Wednesday,13:45,2,Stadium,,,,
1846,2023-09-20,Wednesday,13:45,2,JalanPerak,,,,
1847,2023-09-20,Wednesday,13:45,2,JalanPRamlee,83.0,91.0,0.0,0.0
1848,2023-09-20,Wednesday,13:45,2,JalanPenang,,,,
1849,2023-09-20,Wednesday,17:00,3,Stadium,86.0,201.0,2.0,0.0
1850,2023-09-20,Wednesday,17:00,3,JalanPerak,56.0,99.0,2.0,1.0
1851,2023-09-20,Wednesday,17:00,3,JalanPRamlee,68.0,119.0,2.0,1.0
1852,2023-09-20,Wednesday,17:00,3,JalanPenang,96.0,119.0,10.0,2.0
1853,2023-09-20,Wednesday,17:15,3,Stadium,91.0,146.0,4.0,0.0
1854,2023-09-20,Wednesday,17:15,3,JalanPerak,54.0,105.0,0.0,0.0
1855,2023-09-20,Wednesday,17:15,3,JalanPRamlee,48.0,179.0,1.0,0.0
1856,2023-09-20,Wednesday,17:15,3,JalanPenang,88.0,119.0,10.0,0.0
1857,2023-09-20,Wednesday,17:30,3,Stadium,104.0,150.0,0.0,0.0
1858,2023-09-20,Wednesday,17:30,3,JalanPerak,71.0,97.0,0.0,1.0
1859,2023-09-20,Wednesday,17:30,3,JalanPRamlee,58.0,127.0,3.0,1.0
1860,2023-09-20,Wednesday,17:30,3,JalanPenang,78.0,197.0,6.0,3.0
1861,2023-09-20,Wednesday,17:45,3,Stadium,100.0,132.0,2.0,1.0
1862,2023-09-20,Wednesday,17:45,3,JalanPerak,50.0,119.0,1.0,0.0
1863,2023-09-20,Wednesday,17:45,3,JalanPRamlee,,,,
1864,2023-09-20,Wednesday,17:45,3,JalanPenang,89.0,134.0,7.0,2.0
1865,2023-09-20,Wednesday,18:00,3,Stadium,93.0,163.0,4.0,0.0
1866,2023-09-20,Wednesday,18:00,3,JalanPerak,38.0,99.0,0.0,1.0
1867,2023-09-20,Wednesday,18:00,3,JalanPRamlee,56.0,87.0,2.0,1.0
1868,2023-09-20,Wednesday,18:00,3,JalanPenang,88.0,123.0,0.0,0.0
1869,2023-09-20,Wednesday,18:15,3,Stadium,108.0,145.0,4.0,0.0
1870,2023-09-20,Wednesday,18:15,3,JalanPerak,54.0,65.0,1.0,1.0
1871,2023-09-20,Wednesday,18:15,3,JalanPRamlee,42.0,53.0,0.0,1.0
1872,2023-09-20,Wednesday,18:15,3,JalanPenang,63.0,70.0,6.0,0.0
1873,2023-09-20,Wednesday,18:30,3,Stadium,59.0,107.0,5.0,1.0
1874,2023-09-20,Wednesday,18:30,3,JalanPerak,48.0,54.0,0.0,0.0
1875,2023-09-20,Wednesday,18:30,3,JalanPRamlee,38.0,53.0,0.0,0.0
1876,2023-09-20,Wednesday,18:30,3,JalanPenang,70.0,75.0,6.0,0.0
1877,2023-09-20,Wednesday,18:45,3,Stadium,65.0,44.0,1.0,0.0
1878,2023-09-20,Wednesday,18:45,3,JalanPerak,41.0,61.0,1.0,1.0
1879,2023-09-20,Wednesday,18:45,3,JalanPRamlee,46.0,50.0,2.0,0.0
1880,2023-09-20,Wednesday,18:45,3,JalanPenang,78.0,50.0,5.0,0.0
1881,2023-09-21,Thursday,07:00,1,Stadium,93.0,21.0,2.0,0.0
1882,2023-09-21,Thursday,07:00,1,JalanPerak,61.0,40.0,0.0,0.0
1883,2023-09-21,Thursday,07:00,1,JalanPRamlee,76.0,40.0,1.0,0.0
1884,2023-09-21,Thursday,07:00,1,JalanPenang,92.0,32.0,2.0,0.0
1885,2023-09-21,Thursday,07:15,1,Stadium,72.0,22.0,1.0,2.0
1886,2023-09-21,Thursday,07:15,1,JalanPerak,105.0,92.0,0.0,1.0
1887,2023-09-21,Thursday,07:15,1,JalanPRamlee,88.0,44.0,0.0,2.0
1888,2023-09-21,Thursday,07:15,1,JalanPenang,133.0,20.0,2.0,0.0
1889,2023-09-21,Thursday,07:30,1,Stadium,64.0,36.0,3.0,2.0
1890,2023-09-21,Thursday,07:30,1,JalanPerak,106.0,100.0,0.0,2.0
1891,2023-09-21,Thursday,07:30,1,JalanPRamlee,94.0,65.0,0.0,1.0
1892,2023-09-21,Thursday,07:30,1,JalanPenang,106.0,46.0,3.0,2.0
1893,2023-09-21,Thursday,07:45,1,Stadium,,,,
1894,2023-09-21,Thursday,07:45,1,JalanPerak,,,,
1895,2023-09-21,Thursday,07:45,1,JalanPRamlee,,,,
1896,2023-09-21,Thursday,07:45,1,JalanPenang,,,,
1897,2023-09-21,Thursday,08:00,1,Stadium,46.0,28.0,2.0,2.0
1898,2023-09-21,Thursday,08:00,1,JalanPerak,56.0,86.0,0.0,2.0
1899,2023-09-21,Thursday,08:00,1,JalanPRamlee,61.0,56.0,1.0,1.0
1900,2023-09-21,Thursday,08:00,1,JalanPenang,51.0,28.0,1.0,2.0
1901,2023-09-21,Thursday,08:15,1,Stadium,52.0,23.0,3.0,0.0
1902,2023-09-21,Thursday,08:15,1,JalanPerak,70.0,94.0,0.0,0.0
1903,2023-09-21,Thursday,08:15,1,JalanPRamlee,58.0,54.0,3.0,0.0
1904,2023-09-21,Thursday,08:15,1,JalanPenang,59.0,42.0,2.0,0.0
1905,2023-09-21,Thursday,08:30,1,Stadium,53.0,29.0,3.0,1.0
1906,2023-09-21,Thursday,08:30,1,JalanPerak,67.0,63.0,1.0,1.0
1907,2023-09-21,Thursday,08:30,1,JalanPRamlee,45.0,70.0,1.0,0.0
1908,2023-09-21,Thursday,08:30,1,JalanPenang,57.0,27.0,5.0,2.0
1909,2023-09-21,Thursday,08:45,1,Stadium,,,,
1910,2023-09-21,Thursday,08:45,1,JalanPerak,57.0,92.0,3.0,0.0
1911,2023-09-21,Thursday,08:45,1,JalanPRamlee,62.0,67.0,2.0,2.0
1912,2023-09-21,Thursday,08:45,1,JalanPenang,,,,
1913,2023-09-21,Thursday,12:00,2,Stadium,57.0,94.0,0.0,1.0
1914,2023-09-21,Thursday,12:00,2,JalanPerak,41.0,57.0,3.0,1.0
1915,2023-09-21,Thursday,12:00,2,JalanPRamlee,63.0,116.0,5.0,1.0
1916,2023-09-21,Thursday,12:00,2,JalanPenang,95.0,71.0,9.0,0.0
1917,2023-09-21,Thursday,12:15,2,Stadium,82.0,76.0,3.0,0.0
1918,2023-09-21,Thursday,12:15,2,JalanPerak,71.0,108.0,9.0,1.0
1919,2023-09-21,Thursday,12:15,2,JalanPRamlee,56.0,67.0,7.0,1.0
1920,2023-09-21,Thursday,12:15,2,JalanPenang,59.0,64.0,11.0,2.0
1921,2023-09-21,Thursday,12:30,2,Stadium,75.0,88.0,4.0,0.0
1922,2023-09-21,Thursday,12:30,2,JalanPerak,70.0,72.0,0.0,0.0
1923,2023-09-21,Thursday,12:30,2,JalanPRamlee,66.0,99.0,0.0,0.0
1924,2023-09-21,Thursday,12:30,2,JalanPenang,69.0,75.0,15.0,0.0
1925,2023-09-21,Thursday,12:45,2,Stadium,66.0,121.0,4.0,1.0
1926,2023-09-21,Thursday,12:45,2,JalanPerak,54.0,98.0,4.0,1.0
1927,2023-09-21,Thursday,12:45,2,JalanPRamlee,60.0,79.0,2.0,0.0
1928,2023-09-21,Thursday,12:45,2,JalanPenang,76.0,78.0,3.0,3.0
1929,2023-09-21,Thursday,13:00,2,Stadium,62.0,87.0,4.0,0.0
1930,2023-09-21,Thursday,13:00,2,JalanPerak,65.0,82.0,2.0,1.0
1931,2023-09-21,Thursday,13:00,2,JalanPRamlee,45.0,64.0,3.0,1.0
1932,2023-09-21,Thursday,13:00,2,JalanPenang,66.0,82.0,9.0,1.0
1933,2023-09-21,Thursday,13:15,2,Stadium,66.0,83.0,4.0,1.0
1934,2023-09-21,Thursday,13:15,2,JalanPerak,61.0,88.0,2.0,2.0
1935,2023-09-21,Thursday,13:15,2,JalanPRamlee,77.0,125.0,7.0,1.0
1936,2023-09-21,Thursday,13:15,2,JalanPenang,84.0,113.0,6.0,2.0
1937,2023-09-21,Thursday,13:30,2,Stadium,72.0,61.0,4.0,0.0
1938,2023-09-21,Thursday,13:30,2,JalanPerak,65.0,64.0,6.0,2.0
1939,2023-09-21,Thursday,13:30,2,JalanPRamlee,55.0,114.0,5.0,1.0
1940,2023-09-21,Thursday,13:30,2,JalanPenang,66.0,107.0,12.0,0.0
1941,2023-09-21,Thursday,13:45,2,Stadium,62.0,78.0,3.0,0.0
1942,2023-09-21,Thursday,13:45,2,JalanPerak,60.0,90.0,6.0,3.0
1943,2023-09-21,Thursday,13:45,2,JalanPRamlee,52.0,122.0,3.0,2.0
1944,2023-09-21,Thursday,13:45,2,JalanPenang,66.0,85.0,4.0,1.0
1945,2023-09-21,Thursday,17:00,3,Stadium,71.0,172.0,3.0,0.0
1946,2023-09-21,Thursday,17:00,3,JalanPerak,83.0,133.0,0.0,0.0
1947,2023-09-21,Thursday,17:00,3,JalanPRamlee,68.0,105.0,1.0,1.0
1948,2023-09-21,Thursday,17:00,3,JalanPenang,59.0,291.0,1.0,1.0
1949,2023-09-21,Thursday,17:15,3,Stadium,121.0,135.0,1.0,0.0
1950,2023-09-21,Thursday,17:15,3,JalanPerak,82.0,94.0,1.0,1.0
1951,2023-09-21,Thursday,17:15,3,JalanPRamlee,76.0,98.0,2.0,0.0
1952,2023-09-21,Thursday,17:15,3,JalanPenang,114.0,97.0,6.0,1.0
1953,2023-09-21,Thursday,17:30,3,Stadium,117.0,150.0,2.0,0.0
1954,2023-09-21,Thursday,17:30,3,JalanPerak,45.0,101.0,0.0,1.0
1955,2023-09-21,Thursday,17:30,3,JalanPRamlee,77.0,118.0,2.0,0.0
1956,2023-09-21,Thursday,17:30,3,JalanPenang,102.0,108.0,2.0,1.0
1957,2023-09-21,Thursday,17:45,3,Stadium,77.0,156.0,2.0,1.0
1958,2023-09-21,Thursday,17:45,3,JalanPerak,76.0,146.0,2.0,2.0
1959,2023-09-21,Thursday,17:45,3,JalanPRamlee,70.0,101.0,2.0,1.0
1960,2023-09-21,Thursday,17:45,3,JalanPenang,,,,
1961,2023-09-21,Thursday,18:00,3,Stadium,51.0,77.0,1.0,0.0
1962,2023-09-21,Thursday,18:00,3,JalanPerak,28.0,56.0,0.0,0.0
1963,2023-09-21,Thursday,18:00,3,JalanPRamlee,44.0,35.0,0.0,0.0
1964,2023-09-21,Thursday,18:00,3,JalanPenang,51.0,86.0,3.0,1.0
1965,2023-09-21,Thursday,18:15,3,Stadium,50.0,77.0,1.0,0.0
1966,2023-09-21,Thursday,18:15,3,JalanPerak,25.0,40.0,0.0,0.0
1967,2023-09-21,Thursday,18:15,3,JalanPRamlee,37.0,55.0,0.0,1.0
1968,2023-09-21,Thursday,18:15,3,JalanPenang,55.0,74.0,3.0,0.0
1969,2023-09-21,Thursday,18:30,3,Stadium,46.0,85.0,2.0,0.0
1970,2023-09-21,Thursday,18:30,3,JalanPerak,22.0,50.0,0.0,0.0
1971,2023-09-21,Thursday,18:30,3,JalanPRamlee,29.0,48.0,0.0,1.0
1972,2023-09-21,Thursday,18:30,3,JalanPenang,65.0,51.0,0.0,0.0
1973,2023-09-21,Thursday,18:45,3,Stadium,48.0,98.0,2.0,0.0
1974,2023-09-21,Thursday,18:45,3,JalanPerak,24.0,43.0,0.0,0.0
1975,2023-09-21,Thursday,18:45,3,JalanPRamlee,26.0,47.0,3.0,1.0
1976,2023-09-21,Thursday,18:45,3,JalanPenang,61.0,67.0,5.0,0.0
1977,2023-09-22,Friday,07:00,1,Stadium,,,,
1978,2023-09-22,Friday,07:00,1,JalanPerak,,,,
1979,2023-09-22,Friday,07:00,1,JalanPRamlee,,,,
1980,2023-09-22,Friday,07:00,1,JalanPenang,,,,
1981,2023-09-22,Friday,07:15,1,Stadium,,,,
1982,2023-09-22,Friday,07:15,1,JalanPerak,,,,
1983,2023-09-22,Friday,07:15,1,JalanPRamlee,,,,
1984,2023-09-22,Friday,07:15,1,JalanPenang,,,,
1985,2023-09-22,Friday,07:30,1,Stadium,,,,
1986,2023-09-22,Friday,07:30,1,JalanPerak,,,,
1987,2023-09-22,Friday,07:30,1,JalanPRamlee,,,,
1988,2023-09-22,Friday,07:30,1,JalanPenang,,,,
1989,2023-09-22,Friday,07:45,1,Stadium,,,,
1990,2023-09-22,Friday,07:45,1,JalanPerak,,,,
1991,2023-09-22,Friday,07:45,1,JalanPRamlee,,,,
1992,2023-09-22,Friday,07:45,1,JalanPenang,,,,
1993,2023-09-22,Friday,08:00,1,Stadium,,,,
1994,2023-09-22,Friday,08:00,1,JalanPerak,,,,
1995,2023-09-22,Friday,08:00,1,JalanPRamlee,,,,
1996,2023-09-22,Friday,08:00,1,JalanPenang,,,,
1997,2023-09-22,Friday,08:15,1,Stadium,,,,
1998,2023-09-22,Friday,08:15,1,JalanPerak,,,,
1999,2023-09-22,Friday,08:15,1,JalanPRamlee,,,,
2000,2023-09-22,Friday,08:15,1,JalanPenang,,,,
2001,2023-09-22,Friday,08:30,1,Stadium,,,,
2002,2023-09-22,Friday,08:30,1,JalanPerak,,,,
2003,2023-09-22,Friday,08:30,1,JalanPRamlee,,,,
2004,2023-09-22,Friday,08:30,1,JalanPenang,,,,
2005,2023-09-22,Friday,08:45,1,Stadium,,,,
2006,2023-09-22,Friday,08:45,1,JalanPerak,,,,
2007,2023-09-22,Friday,08:45,1,JalanPRamlee,,,,
2008,2023-09-22,Friday,08:45,1,JalanPenang,,,,
2009,2023-09-22,Friday,12:00,2,Stadium,,,,
2010,2023-09-22,Friday,12:00,2,JalanPerak,,,,
2011,2023-09-22,Friday,12:00,2,JalanPRamlee,,,,
2012,2023-09-22,Friday,12:00,2,JalanPenang,,,,
2013,2023-09-22,Friday,12:15,2,Stadium,,,,
2014,2023-09-22,Friday,12:15,2,JalanPerak,,,,
2015,2023-09-22,Friday,12:15,2,JalanPRamlee,,,,
2016,2023-09-22,Friday,12:15,2,JalanPenang,,,,
2017,2023-09-22,Friday,12:30,2,Stadium,,,,
2018,2023-09-22,Friday,12:30,2,JalanPerak,,,,
2019,2023-09-22,Friday,12:30,2,JalanPRamlee,,,,
2020,2023-09-22,Friday,12:30,2,JalanPenang,,,,
2021,2023-09-22,Friday,12:45,2,Stadium,,,,
2022,2023-09-22,Friday,12:45,2,JalanPerak,,,,
2023,2023-09-22,Friday,12:45,2,JalanPRamlee,,,,
2024,2023-09-22,Friday,12:45,2,JalanPenang,,,,
2025,2023-09-22,Friday,13:00,2,Stadium,,,,
2026,2023-09-22,Friday,13:00,2,JalanPerak,,,,
2027,2023-09-22,Friday,13:00,2,JalanPRamlee,,,,
2028,2023-09-22,Friday,13:00,2,JalanPenang,,,,
2029,2023-09-22,Friday,13:15,2,Stadium,,,,
2030,2023-09-22,Friday,13:15,2,JalanPerak,,,,
2031,2023-09-22,Friday,13:15,2,JalanPRamlee,,,,
2032,2023-09-22,Friday,13:15,2,JalanPenang,,,,
2033,2023-09-22,Friday,13:30,2,Stadium,,,,
2034,2023-09-22,Friday,13:30,2,JalanPerak,,,,
2035,2023-09-22,Friday,13:30,2,JalanPRamlee,,,,
2036,2023-09-22,Friday,13:30,2,JalanPenang,,,,
2037,2023-09-22,Friday,13:45,2,Stadium,,,,
2038,2023-09-22,Friday,13:45,2,JalanPerak,,,,
2039,2023-09-22,Friday,13:45,2,JalanPRamlee,,,,
2040,2023-09-22,Friday,13:45,2,JalanPenang,,,,
2041,2023-09-22,Friday,17:00,3,Stadium,,,,
2042,2023-09-22,Friday,17:00,3,JalanPerak,,,,
2043,2023-09-22,Friday,17:00,3,JalanPRamlee,,,,
2044,2023-09-22,Friday,17:00,3,JalanPenang,,,,
2045,2023-09-22,Friday,17:15,3,Stadium,,,,
2046,2023-09-22,Friday,17:15,3,JalanPerak,,,,
2047,2023-09-22,Friday,17:15,3,JalanPRamlee,,,,
2048,2023-09-22,Friday,17:15,3,JalanPenang,,,,
2049,2023-09-22,Friday,17:30,3,Stadium,,,,
2050,2023-09-22,Friday,17:30,3,JalanPerak,,,,
2051,2023-09-22,Friday,17:30,3,JalanPRamlee,,,,
2052,2023-09-22,Friday,17:30,3,JalanPenang,,,,
2053,2023-09-22,Friday,17:45,3,Stadium,,,,
2054,2023-09-22,Friday,17:45,3,JalanPerak,,,,
2055,2023-09-22,Friday,17:45,3,JalanPRamlee,,,,
2056,2023-09-22,Friday,17:45,3,JalanPenang,,,,
2057,2023-09-22,Friday,18:00,3,Stadium,,,,
2058,2023-09-22,Friday,18:00,3,JalanPerak,,,,
2059,2023-09-22,Friday,18:00,3,JalanPRamlee,,,,
2060,2023-09-22,Friday,18:00,3,JalanPenang,,,,
2061,2023-09-22,Friday,18:15,3,Stadium,,,,
2062,2023-09-22,Friday,18:15,3,JalanPerak,,,,
2063,2023-09-22,Friday,18:15,3,JalanPRamlee,,,,
2064,2023-09-22,Friday,18:15,3,JalanPenang,,,,
2065,2023-09-22,Friday,18:30,3,Stadium,,,,
2066,2023-09-22,Friday,18:30,3,JalanPerak,,,,
2067,2023-09-22,Friday,18:30,3,JalanPRamlee,,,,
2068,2023-09-22,Friday,18:30,3,JalanPenang,,,,
2069,2023-09-23,Saturday,07:00,1,Stadium,,,,
2070,2023-09-23,Saturday,07:00,1,JalanPerak,,,,
2071,2023-09-23,Saturday,07:00,1,JalanPRamlee,,,,
2072,2023-09-23,Saturday,07:00,1,JalanPenang,,,,
2073,2023-09-23,Saturday,07:15,1,Stadium,,,,
2074,2023-09-23,Saturday,07:15,1,JalanPerak,,,,
2075,2023-09-23,Saturday,07:15,1,JalanPRamlee,,,,
2076,2023-09-23,Saturday,07:15,1,JalanPenang,,,,
2077,2023-09-23,Saturday,07:30,1,Stadium,,,,
2078,2023-09-23,Saturday,07:30,1,JalanPerak,,,,
2079,2023-09-23,Saturday,07:30,1,JalanPRamlee,,,,
2080,2023-09-23,Saturday,07:30,1,JalanPenang,,,,
2081,2023-09-23,Saturday,07:45,1,Stadium,,,,
2082,2023-09-23,Saturday,07:45,1,JalanPerak,,,,
2083,2023-09-23,Saturday,07:45,1,JalanPRamlee,,,,
2084,2023-09-23,Saturday,07:45,1,JalanPenang,,,,
2085,2023-09-23,Saturday,08:00,1,Stadium,,,,
2086,2023-09-23,Saturday,08:00,1,JalanPerak,,,,
2087,2023-09-23,Saturday,08:00,1,JalanPRamlee,,,,
2088,2023-09-23,Saturday,08:00,1,JalanPenang,,,,
2089,2023-09-23,Saturday,08:15,1,Stadium,,,,
2090,2023-09-23,Saturday,08:15,1,JalanPerak,,,,
2091,2023-09-23,Saturday,08:15,1,JalanPRamlee,,,,
2092,2023-09-23,Saturday,08:15,1,JalanPenang,,,,
2093,2023-09-23,Saturday,08:30,1,Stadium,,,,
2094,2023-09-23,Saturday,08:30,1,JalanPerak,,,,
2095,2023-09-23,Saturday,08:30,1,JalanPRamlee,,,,
2096,2023-09-23,Saturday,08:30,1,JalanPenang,,,,
2097,2023-09-23,Saturday,08:45,1,Stadium,,,,
2098,2023-09-23,Saturday,08:45,1,JalanPerak,,,,
2099,2023-09-23,Saturday,08:45,1,JalanPRamlee,,,,
2100,2023-09-23,Saturday,08:45,1,JalanPenang,,,,
2101,2023-09-23,Saturday,12:00,2,Stadium,,,,
2102,2023-09-23,Saturday,12:00,2,JalanPerak,,,,
2103,2023-09-23,Saturday,12:00,2,JalanPRamlee,,,,
2104,2023-09-23,Saturday,12:00,2,JalanPenang,,,,
2105,2023-09-23,Saturday,12:15,2,Stadium,,,,
2106,2023-09-23,Saturday,12:15,2,JalanPerak,,,,
2107,2023-09-23,Saturday,12:15,2,JalanPRamlee,,,,
2108,2023-09-23,Saturday,12:15,2,JalanPenang,,,,
2109,2023-09-23,Saturday,12:30,2,Stadium,,,,
2110,2023-09-23,Saturday,12:30,2,JalanPerak,,,,
2111,2023-09-23,Saturday,12:30,2,JalanPRamlee,,,,
2112,2023-09-23,Saturday,12:30,2,JalanPenang,,,,
2113,2023-09-23,Saturday,12:45,2,Stadium,,,,
2114,2023-09-23,Saturday,12:45,2,JalanPerak,,,,
2115,2023-09-23,Saturday,12:45,2,JalanPRamlee,,,,
2116,2023-09-23,Saturday,12:45,2,JalanPenang,,,,
2117,2023-09-23,Saturday,13:00,2,Stadium,,,,
2118,2023-09-23,Saturday,13:00,2,JalanPerak,,,,
2119,2023-09-23,Saturday,13:00,2,JalanPRamlee,,,,
2120,2023-09-23,Saturday,13:00,2,JalanPenang,,,,
2121,2023-09-23,Saturday,13:15,2,Stadium,,,,
2122,2023-09-23,Saturday,13:15,2,JalanPerak,,,,
2123,2023-09-23,Saturday,13:15,2,JalanPRamlee,,,,
2124,2023-09-23,Saturday,13:15,2,JalanPenang,,,,
2125,2023-09-23,Saturday,13:30,2,Stadium,,,,
2126,2023-09-23,Saturday,13:30,2,JalanPerak,,,,
2127,2023-09-23,Saturday,13:30,2,JalanPRamlee,,,,
2128,2023-09-23,Saturday,13:30,2,JalanPenang,,,,
2129,2023-09-23,Saturday,13:45,2,Stadium,,,,
2130,2023-09-23,Saturday,13:45,2,JalanPerak,,,,
2131,2023-09-23,Saturday,13:45,2,JalanPRamlee,,,,
2132,2023-09-23,Saturday,13:45,2,JalanPenang,,,,
2133,2023-09-23,Saturday,17:00,3,Stadium,,,,
2134,2023-09-23,Saturday,17:00,3,JalanPerak,,,,
2135,2023-09-23,Saturday,17:00,3,JalanPRamlee,,,,
2136,2023-09-23,Saturday,17:00,3,JalanPenang,,,,
2137,2023-09-23,Saturday,17:15,3,Stadium,,,,
2138,2023-09-23,Saturday,17:15,3,JalanPerak,,,,
2139,2023-09-23,Saturday,17:15,3,JalanPRamlee,,,,
2140,2023-09-23,Saturday,17:15,3,JalanPenang,,,,
2141,2023-09-23,Saturday,17:30,3,Stadium,,,,
2142,2023-09-23,Saturday,17:30,3,JalanPerak,,,,
2143,2023-09-23,Saturday,17:30,3,JalanPRamlee,,,,
2144,2023-09-23,Saturday,17:30,3,JalanPenang,,,,
2145,2023-09-23,Saturday,17:45,3,Stadium,,,,
2146,2023-09-23,Saturday,17:45,3,JalanPerak,,,,
2147,2023-09-23,Saturday,17:45,3,JalanPRamlee,,,,
2148,2023-09-23,Saturday,17:45,3,JalanPenang,,,,
2149,2023-09-23,Saturday,18:00,3,Stadium,,,,
2150,2023-09-23,Saturday,18:00,3,JalanPerak,,,,
2151,2023-09-23,Saturday,18:00,3,JalanPRamlee,,,,
2152,2023-09-23,Saturday,18:00,3,JalanPenang,,,,
2153,2023-09-23,Saturday,18:15,3,Stadium,,,,
2154,2023-09-23,Saturday,18:15,3,JalanPerak,,,,
2155,2023-09-23,Saturday,18:15,3,JalanPRamlee,,,,
2156,2023-09-23,Saturday,18:15,3,JalanPenang,,,,
2157,2023-09-23,Saturday,18:30,3,Stadium,,,,
2158,2023-09-23,Saturday,18:30,3,JalanPerak,,,,
2159,2023-09-23,Saturday,18:30,3,JalanPRamlee,,,,
2160,2023-09-23,Saturday,18:30,3,JalanPenang,,,,
2161,2023-09-24,Sunday,07:00,1,Stadium,,,,
2162,2023-09-24,Sunday,07:00,1,JalanPerak,,,,
2163,2023-09-24,Sunday,07:00,1,JalanPRamlee,,,,
2164,2023-09-24,Sunday,07:00,1,JalanPenang,,,,
2165,2023-09-24,Sunday,07:15,1,Stadium,,,,
2166,2023-09-24,Sunday,07:15,1,JalanPerak,,,,
2167,2023-09-24,Sunday,07:15,1,JalanPRamlee,,,,
2168,2023-09-24,Sunday,07:15,1,JalanPenang,,,,
2169,2023-09-24,Sunday,07:30,1,Stadium,,,,
2170,2023-09-24,Sunday,07:30,1,JalanPerak,,,,
2171,2023-09-24,Sunday,07:30,1,JalanPRamlee,,,,
2172,2023-09-24,Sunday,07:30,1,JalanPenang,,,,
2173,2023-09-24,Sunday,07:45,1,Stadium,,,,
2174,2023-09-24,Sunday,07:45,1,JalanPerak,,,,
2175,2023-09-24,Sunday,07:45,1,JalanPRamlee,,,,
2176,2023-09-24,Sunday,07:45,1,JalanPenang,,,,
2177,2023-09-24,Sunday,08:00,1,Stadium,,,,
2178,2023-09-24,Sunday,08:00,1,JalanPerak,,,,
2179,2023-09-24,Sunday,08:00,1,JalanPRamlee,,,,
2180,2023-09-24,Sunday,08:00,1,JalanPenang,,,,
2181,2023-09-24,Sunday,08:15,1,Stadium,,,,
2182,2023-09-24,Sunday,08:15,1,JalanPerak,,,,
2183,2023-09-24,Sunday,08:15,1,JalanPRamlee,,,,
2184,2023-09-24,Sunday,08:15,1,JalanPenang,,,,
2185,2023-09-24,Sunday,08:30,1,Stadium,,,,
2186,2023-09-24,Sunday,08:30,1,JalanPerak,,,,
2187,2023-09-24,Sunday,08:30,1,JalanPRamlee,,,,
2188,2023-09-24,Sunday,08:30,1,JalanPenang,,,,
2189,2023-09-24,Sunday,08:45,1,Stadium,,,,
2190,2023-09-24,Sunday,08:45,1,JalanPerak,,,,
2191,2023-09-24,Sunday,08:45,1,JalanPRamlee,,,,
2192,2023-09-24,Sunday,08:45,1,JalanPenang,,,,
2193,2023-09-24,Sunday,12:00,2,Stadium,,,,
2194,2023-09-24,Sunday,12:00,2,JalanPerak,,,,
2195,2023-09-24,Sunday,12:00,2,JalanPRamlee,,,,
2196,2023-09-24,Sunday,12:00,2,JalanPenang,,,,
2197,2023-09-24,Sunday,12:15,2,Stadium,,,,
2198,2023-09-24,Sunday,12:15,2,JalanPerak,,,,
2199,2023-09-24,Sunday,12:15,2,JalanPRamlee,,,,
2200,2023-09-24,Sunday,12:15,2,JalanPenang,,,,
2201,2023-09-24,Sunday,12:30,2,Stadium,,,,
2202,2023-09-24,Sunday,12:30,2,JalanPerak,,,,
2203,2023-09-24,Sunday,12:30,2,JalanPRamlee,,,,
2204,2023-09-24,Sunday,12:30,2,JalanPenang,,,,
2205,2023-09-24,Sunday,12:45,2,Stadium,,,,
2206,2023-09-24,Sunday,12:45,2,JalanPerak,,,,
2207,2023-09-24,Sunday,12:45,2,JalanPRamlee,,,,
2208,2023-09-24,Sunday,12:45,2,JalanPenang,,,,
2209,2023-09-24,Sunday,13:00,2,Stadium,,,,
2210,2023-09-24,Sunday,13:00,2,JalanPerak,,,,
2211,2023-09-24,Sunday,13:00,2,JalanPRamlee,,,,
2212,2023-09-24,Sunday,13:00,2,JalanPenang,,,,
2213,2023-09-24,Sunday,13:15,2,Stadium,,,,
2214,2023-09-24,Sunday,13:15,2,JalanPerak,,,,
2215,2023-09-24,Sunday,13:15,2,JalanPRamlee,,,,
2216,2023-09-24,Sunday,13:15,2,JalanPenang,,,,
2217,2023-09-24,Sunday,13:30,2,Stadium,,,,
